scenario,iteration,fuzzer_type,algorithm,cell_loads,avg_overall_sinr,avg_high_prio_sinr,fairness_index,handover_count_iter,vulnerabilities
Low Load,62,AI,utility,"[0.16666666666666666, 0.26666666666666666, 0.5666666666666667]",13.240285,5.522257,0.14420348565997548,17,['Unfairness: Jain Index = 0.14']
Low Load,63,AI,utility,"[0.36666666666666664, 0.43333333333333335, 0.2]",23.43801,17.176504,0.2489626149574863,19,['Unfairness: Jain Index = 0.25']
Low Load,64,AI,utility,"[0.2, 0.3, 0.5]",27.85522,13.489299,0.3508686897910182,19,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.35']"
Low Load,65,AI,utility,"[0.3, 0.2, 0.5]",25.722815,9.242328,0.2132962234116097,16,"['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,66,AI,utility,"[0.3, 0.4, 0.3]",21.536316,9.580535,0.24750591755061552,16,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.25']"
Low Load,67,AI,utility,"[0.2, 0.36666666666666664, 0.43333333333333335]",22.197392,12.699056,0.289811937170368,13,['Unfairness: Jain Index = 0.29']
Low Load,68,AI,utility,"[0.3, 0.3, 0.4]",21.062746,12.796028,0.2501602250720794,19,['Unfairness: Jain Index = 0.25']
Low Load,69,AI,utility,"[0.4666666666666667, 0.23333333333333334, 0.3]",15.087243,16.862871,0.20381167898694788,15,['Unfairness: Jain Index = 0.20']
Low Load,70,AI,utility,"[0.23333333333333334, 0.36666666666666664, 0.4]",25.492594,14.060814,0.2499605274541462,16,['Unfairness: Jain Index = 0.25']
Low Load,71,AI,utility,"[0.3333333333333333, 0.3, 0.36666666666666664]",20.493273,12.310008,0.25639071100486727,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.26']"
Low Load,72,AI,utility,"[0.26666666666666666, 0.2, 0.5333333333333333]",18.033714,7.5344653,0.21885053453822795,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.22']"
Low Load,73,AI,utility,"[0.26666666666666666, 0.2, 0.5333333333333333]",24.529503,21.512466,0.25726694247568443,16,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.26']"
Low Load,74,AI,utility,"[0.2, 0.5333333333333333, 0.26666666666666666]",27.309044,15.299946,0.38613648584254995,16,['Unfairness: Jain Index = 0.39']
Low Load,75,AI,utility,"[0.23333333333333334, 0.23333333333333334, 0.5333333333333333]",18.90352,-1.4238486,0.2264181851150125,19,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -1.42 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.23']"
Low Load,76,AI,utility,"[0.4, 0.3333333333333333, 0.26666666666666666]",13.701028,3.066262,0.18326728284437838,15,['Unfairness: Jain Index = 0.18']
Low Load,77,AI,utility,"[0.16666666666666666, 0.3, 0.5333333333333333]",18.387152,14.194791,0.25783757142008756,18,['Unfairness: Jain Index = 0.26']
Low Load,78,AI,utility,"[0.4, 0.3, 0.3]",13.656347,1.0916806,0.20269566906742206,18,['Unfairness: Jain Index = 0.20']
Low Load,79,AI,utility,"[0.4, 0.13333333333333333, 0.4666666666666667]",20.447096,5.007871,0.29464842674019454,19,['Unfairness: Jain Index = 0.29']
Low Load,80,AI,utility,"[0.23333333333333334, 0.4, 0.36666666666666664]",10.55857,13.839371,0.13840728659638893,18,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.14']"
Low Load,81,AI,utility,"[0.3, 0.3, 0.4]",13.118728,2.1000776,0.16984105017633624,21,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
Low Load,82,AI,utility,"[0.23333333333333334, 0.36666666666666664, 0.4]",15.656806,5.2998652,0.20623922153432353,16,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,83,AI,utility,"[0.3, 0.3, 0.4]",15.239864,7.202909,0.20457810984074423,18,"['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.20']"
Low Load,84,AI,utility,"[0.13333333333333333, 0.36666666666666664, 0.5]",14.982577,13.895608,0.19230071083431335,15,['Unfairness: Jain Index = 0.19']
Low Load,85,AI,utility,"[0.43333333333333335, 0.16666666666666666, 0.4]",16.138353,-3.2950735,0.24295798100189145,21,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -3.30 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.24']"
Low Load,86,AI,utility,"[0.23333333333333334, 0.4, 0.36666666666666664]",13.367917,16.043566,0.21660632485266,20,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.22']"
Low Load,87,AI,utility,"[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]",10.718579,13.31754,0.1537828994502151,16,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.15']"
Low Load,88,AI,utility,"[0.26666666666666666, 0.4, 0.3333333333333333]",10.5755415,2.0386035,0.17482973661344572,20,"['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.17']"
Low Load,89,AI,utility,"[0.3333333333333333, 0.3, 0.36666666666666664]",23.880978,30.274149,0.31984657906940905,19,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.32']"
Low Load,90,AI,utility,"[0.3333333333333333, 0.36666666666666664, 0.3]",24.635746,27.679506,0.3096902129935221,17,"['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.31']"
Low Load,91,AI,utility,"[0.4, 0.3, 0.3]",21.160763,21.767328,0.25175289567083164,16,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.25']"
Low Load,92,AI,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",29.266428,25.291452,0.3627708077281261,18,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.36']"
Low Load,93,AI,utility,"[0.43333333333333335, 0.3, 0.26666666666666666]",11.8395605,9.907178,0.1377653244708661,13,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.14']"
Low Load,94,AI,utility,"[0.26666666666666666, 0.4, 0.3333333333333333]",16.928017,22.267767,0.20618606088824365,20,['Unfairness: Jain Index = 0.21']
Low Load,95,AI,utility,"[0.5333333333333333, 0.26666666666666666, 0.2]",3.2793136,3.59791,0.054159855083016635,16,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
Low Load,96,AI,utility,"[0.4, 0.36666666666666664, 0.23333333333333334]",20.56608,14.199772,0.2448146488177847,20,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
Low Load,97,AI,utility,"[0.23333333333333334, 0.26666666666666666, 0.5]",14.699047,5.95429,0.22591839124952334,18,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.23']"
Low Load,98,AI,utility,"[0.3, 0.36666666666666664, 0.3333333333333333]",7.567889,3.91016,0.11916526897289861,23,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.12']"
Low Load,99,AI,utility,"[0.26666666666666666, 0.23333333333333334, 0.5]",9.0864525,-5.244814,0.1263432317726476,21,"['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = -5.24 dB (Threshold: 0.0 dB)', 'Unfairness: Jain Index = 0.13']"
Low Load,0,Random,baseline,"[0.23333333333333334, 0.2, 0.5666666666666667]",14.829827,18.787312,0.23089290675874838,12,['Unfairness: Jain Index = 0.23']
Low Load,1,Random,baseline,"[0.43333333333333335, 0.1, 0.4666666666666667]",15.36639,20.814825,0.20392149145961003,11,['Unfairness: Jain Index = 0.20']
Low Load,2,Random,baseline,"[0.26666666666666666, 0.23333333333333334, 0.5]",12.130961,12.531674,0.21076080662255023,15,['Unfairness: Jain Index = 0.21']
Low Load,3,Random,baseline,"[0.2, 0.3, 0.5]",13.705975,14.582532,0.2178292695696523,16,['Unfairness: Jain Index = 0.22']
Low Load,4,Random,baseline,"[0.4, 0.16666666666666666, 0.43333333333333335]",16.29022,20.04534,0.24121714484445936,15,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.24']"
Low Load,5,Random,baseline,"[0.26666666666666666, 0.23333333333333334, 0.5]",15.061439,19.397818,0.17360692345471912,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
Low Load,6,Random,baseline,"[0.23333333333333334, 0.26666666666666666, 0.5]",16.240032,18.16334,0.26939819686720134,15,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.27']"
Low Load,7,Random,baseline,"[0.3, 0.1, 0.6]",14.634563,21.479868,0.23293251478103202,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.23']"
Low Load,8,Random,baseline,"[0.36666666666666664, 0.23333333333333334, 0.4]",15.441517,15.351849,0.29836617508966035,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
Low Load,9,Random,baseline,"[0.4, 0.26666666666666666, 0.3333333333333333]",17.08816,26.176155,0.2451715538871085,11,['Unfairness: Jain Index = 0.25']
Low Load,10,Random,baseline,"[0.3333333333333333, 0.2, 0.4666666666666667]",16.321798,22.745768,0.21338025266803384,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,11,Random,baseline,"[0.4, 0.2, 0.4]",17.15363,17.045996,0.28014059934752095,8,['Unfairness: Jain Index = 0.28']
Low Load,12,Random,baseline,"[0.23333333333333334, 0.3, 0.4666666666666667]",13.78419,14.297123,0.197647696133186,12,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.20']"
Low Load,13,Random,baseline,"[0.3, 0.3, 0.4]",21.739498,25.37604,0.29639278857319884,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
Low Load,14,Random,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",22.37102,26.000048,0.32757060970438784,14,['Unfairness: Jain Index = 0.33']
Low Load,15,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",17.528297,18.261255,0.2433846115861015,9,['Unfairness: Jain Index = 0.24']
Low Load,16,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",17.366201,21.70852,0.20902300767660664,14,['Unfairness: Jain Index = 0.21']
Low Load,17,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",20.366316,34.067303,0.2672561061539862,8,['Unfairness: Jain Index = 0.27']
Low Load,18,Random,baseline,"[0.23333333333333334, 0.23333333333333334, 0.5333333333333333]",19.826056,26.756079,0.2704545535675374,13,['Unfairness: Jain Index = 0.27']
Low Load,19,Random,baseline,"[0.4, 0.3, 0.3]",16.905333,24.425505,0.22698107645843757,12,['Unfairness: Jain Index = 0.23']
Low Load,20,Random,baseline,"[0.36666666666666664, 0.4, 0.23333333333333334]",16.10374,20.524279,0.15085811824596007,11,['Unfairness: Jain Index = 0.15']
Low Load,21,Random,baseline,"[0.36666666666666664, 0.4, 0.23333333333333334]",10.506578,9.890916,0.1327644271118776,10,['Unfairness: Jain Index = 0.13']
Low Load,22,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",16.691217,21.911367,0.2692805881027741,8,['Unfairness: Jain Index = 0.27']
Low Load,23,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",23.415712,35.678772,0.2746818301904901,12,['Unfairness: Jain Index = 0.27']
Low Load,24,Random,baseline,"[0.3, 0.36666666666666664, 0.3333333333333333]",18.674044,29.210836,0.21172416531924254,9,['Unfairness: Jain Index = 0.21']
Low Load,25,Random,baseline,"[0.3, 0.4, 0.3]",21.683807,27.657766,0.2966132210796456,15,['Unfairness: Jain Index = 0.30']
Low Load,26,Random,baseline,"[0.36666666666666664, 0.4, 0.23333333333333334]",26.20026,28.628487,0.3156821575520449,13,['Unfairness: Jain Index = 0.32']
Low Load,27,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",26.432854,33.83622,0.30398275318792933,12,['Unfairness: Jain Index = 0.30']
Low Load,28,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",21.361124,37.697803,0.2537557117542609,13,['Unfairness: Jain Index = 0.25']
Low Load,29,Random,baseline,"[0.23333333333333334, 0.26666666666666666, 0.5]",18.441607,29.81695,0.19157888196502215,14,['Unfairness: Jain Index = 0.19']
Low Load,30,Random,baseline,"[0.1, 0.4666666666666667, 0.43333333333333335]",19.545868,32.809555,0.2058051478886667,12,['Unfairness: Jain Index = 0.21']
Low Load,31,Random,baseline,"[0.2, 0.4, 0.4]",22.667782,26.516214,0.27445528772178407,11,['Unfairness: Jain Index = 0.27']
Low Load,32,Random,baseline,"[0.13333333333333333, 0.43333333333333335, 0.43333333333333335]",20.96486,27.780495,0.25367393574636876,8,['Unfairness: Jain Index = 0.25']
Low Load,33,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",23.888348,33.70866,0.21315035250298486,14,['Unfairness: Jain Index = 0.21']
Low Load,34,Random,baseline,"[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]",24.613539,20.196733,0.3195553947768837,8,['Unfairness: Jain Index = 0.32']
Low Load,35,Random,baseline,"[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]",24.820103,24.677591,0.26278873743015296,10,['Unfairness: Jain Index = 0.26']
Low Load,36,Random,baseline,"[0.3333333333333333, 0.4, 0.26666666666666666]",19.64809,23.478378,0.22501260448961513,11,['Unfairness: Jain Index = 0.23']
Low Load,37,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",22.0524,19.33403,0.27690454181898616,16,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.28']"
Low Load,38,Random,baseline,"[0.3333333333333333, 0.36666666666666664, 0.3]",16.075315,26.518476,0.17209445170150003,10,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
Low Load,39,Random,baseline,"[0.3, 0.23333333333333334, 0.4666666666666667]",26.450233,20.629333,0.30568982581763493,13,['Unfairness: Jain Index = 0.31']
Low Load,40,Random,baseline,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",22.761625,31.08898,0.22693388600780454,13,['Unfairness: Jain Index = 0.23']
Low Load,41,Random,baseline,"[0.3, 0.3, 0.4]",12.957396,17.457285,0.20692829872078428,8,['Unfairness: Jain Index = 0.21']
Low Load,42,Random,baseline,"[0.3333333333333333, 0.4666666666666667, 0.2]",22.929113,27.655325,0.27766450967166395,13,['Unfairness: Jain Index = 0.28']
Low Load,43,Random,baseline,"[0.16666666666666666, 0.3333333333333333, 0.5]",22.26983,14.733189,0.2648735608268981,11,['Unfairness: Jain Index = 0.26']
Low Load,44,Random,baseline,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]",13.495258,12.866317,0.2044482188944624,11,['Unfairness: Jain Index = 0.20']
Low Load,45,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",21.727823,15.550593,0.22647347655176828,7,['Unfairness: Jain Index = 0.23']
Low Load,46,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",18.603828,19.408285,0.1851196616846705,10,['Unfairness: Jain Index = 0.19']
Low Load,47,Random,baseline,"[0.3, 0.3333333333333333, 0.36666666666666664]",31.17928,34.01541,0.35162073716151476,9,['Unfairness: Jain Index = 0.35']
Low Load,48,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",17.896719,5.698076,0.2519314777045269,8,['Unfairness: Jain Index = 0.25']
Low Load,49,Random,baseline,"[0.3, 0.26666666666666666, 0.43333333333333335]",20.231419,27.214874,0.23824791739985207,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.24']"
Low Load,50,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",19.980879,28.694351,0.21304689757756887,9,['Unfairness: Jain Index = 0.21']
Low Load,51,Random,baseline,"[0.23333333333333334, 0.4666666666666667, 0.3]",17.97796,10.390547,0.19928710795021992,11,['Unfairness: Jain Index = 0.20']
Low Load,52,Random,baseline,"[0.16666666666666666, 0.36666666666666664, 0.4666666666666667]",20.247536,25.126556,0.2594892531143974,8,['Unfairness: Jain Index = 0.26']
Low Load,53,Random,baseline,"[0.2, 0.3333333333333333, 0.4666666666666667]",20.596113,28.763113,0.25160610059334587,14,['Unfairness: Jain Index = 0.25']
Low Load,54,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",24.286802,19.102686,0.31168006484418603,10,['Unfairness: Jain Index = 0.31']
Low Load,55,Random,baseline,"[0.2, 0.5, 0.3]",18.61864,10.84809,0.23675723802783308,11,['Unfairness: Jain Index = 0.24']
Low Load,56,Random,baseline,"[0.2, 0.5, 0.3]",16.771349,15.731397,0.26636602724635466,11,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.27']"
Low Load,57,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",12.683635,18.154669,0.17725549924612707,8,['Unfairness: Jain Index = 0.18']
Low Load,58,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",29.638136,36.46082,0.3265510141699092,13,['Unfairness: Jain Index = 0.33']
Low Load,59,Random,baseline,"[0.3333333333333333, 0.36666666666666664, 0.3]",10.8149805,5.504844,0.11918954216904823,8,['Unfairness: Jain Index = 0.12']
Low Load,60,Random,baseline,"[0.23333333333333334, 0.5666666666666667, 0.2]",19.234196,18.81934,0.20381178630867344,10,['Unfairness: Jain Index = 0.20']
Low Load,61,Random,baseline,"[0.16666666666666666, 0.4666666666666667, 0.36666666666666664]",17.90769,24.219439,0.19744428766419128,8,['Unfairness: Jain Index = 0.20']
Low Load,62,Random,baseline,"[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]",18.58499,20.972132,0.28062341318464734,6,['Unfairness: Jain Index = 0.28']
Low Load,63,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",19.052275,34.448902,0.22821371149317815,15,['Unfairness: Jain Index = 0.23']
Low Load,64,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",11.847104,19.176298,0.16997217323429775,11,['Unfairness: Jain Index = 0.17']
Low Load,65,Random,baseline,"[0.43333333333333335, 0.2, 0.36666666666666664]",20.267933,18.598833,0.21740873221700688,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.22']"
Low Load,66,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",20.230951,19.432442,0.21466509578785611,14,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.21']"
Low Load,67,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",21.427794,14.9243765,0.31249529225578854,14,['Unfairness: Jain Index = 0.31']
Low Load,68,Random,baseline,"[0.23333333333333334, 0.36666666666666664, 0.4]",15.861136,24.801146,0.18599500930144805,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
Low Load,69,Random,baseline,"[0.26666666666666666, 0.43333333333333335, 0.3]",12.374885,12.436128,0.13406009514195938,14,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.13']"
Low Load,70,Random,baseline,"[0.43333333333333335, 0.2, 0.36666666666666664]",16.727255,21.17504,0.20446843975715465,9,['Unfairness: Jain Index = 0.20']
Low Load,71,Random,baseline,"[0.3, 0.3, 0.4]",8.417293,12.411914,0.10806941114220962,9,['Unfairness: Jain Index = 0.11']
Low Load,72,Random,baseline,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",5.7508373,12.440299,0.10478442327107498,6,['Unfairness: Jain Index = 0.10']
Low Load,73,Random,baseline,"[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]",11.970675,13.367817,0.14233308219275687,7,['Unfairness: Jain Index = 0.14']
Low Load,74,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",13.216936,10.724181,0.16191518922246229,7,['Unfairness: Jain Index = 0.16']
Low Load,75,Random,baseline,"[0.3333333333333333, 0.26666666666666666, 0.4]",15.155446,25.107567,0.15293055820854334,9,['Unfairness: Jain Index = 0.15']
Low Load,76,Random,baseline,"[0.23333333333333334, 0.4, 0.36666666666666664]",2.7184188,2.0015967,0.08659344339885611,11,['Unfairness: Jain Index = 0.09']
Low Load,77,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",12.739579,21.384443,0.12227021747549932,9,['Unfairness: Jain Index = 0.12']
Low Load,78,Random,baseline,"[0.26666666666666666, 0.3, 0.43333333333333335]",19.5495,18.671146,0.19113076679589183,14,['Unfairness: Jain Index = 0.19']
Low Load,79,Random,baseline,"[0.3333333333333333, 0.3, 0.36666666666666664]",10.429464,3.2849083,0.1639253107687178,12,['Unfairness: Jain Index = 0.16']
Low Load,80,Random,baseline,"[0.36666666666666664, 0.4, 0.23333333333333334]",2.5647252,0.60923886,0.10509748609948086,11,['Unfairness: Jain Index = 0.11']
Low Load,81,Random,baseline,"[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]",24.136557,29.416542,0.23493193448727218,12,['Unfairness: Jain Index = 0.23']
Low Load,82,Random,baseline,"[0.16666666666666666, 0.5, 0.3333333333333333]",5.020084,12.435935,0.12043675209742062,8,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.12']"
Low Load,83,Random,baseline,"[0.26666666666666666, 0.3333333333333333, 0.4]",15.899462,23.79508,0.15737915501129743,7,"['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.16']"
Low Load,84,Random,baseline,"[0.26666666666666666, 0.4, 0.3333333333333333]",11.44505,28.701258,0.11487927764865288,14,['Unfairness: Jain Index = 0.11']
Low Load,85,Random,baseline,"[0.2, 0.4, 0.4]",14.789437,10.376062,0.17885099818583117,12,['Unfairness: Jain Index = 0.18']
Low Load,86,Random,baseline,"[0.13333333333333333, 0.3333333333333333, 0.5333333333333333]",10.666615,14.374234,0.12615719707639977,9,['Unfairness: Jain Index = 0.13']
Low Load,87,Random,baseline,"[0.16666666666666666, 0.5, 0.3333333333333333]",13.1958475,10.732201,0.14981685691036128,12,['Unfairness: Jain Index = 0.15']
Low Load,88,Random,baseline,"[0.2, 0.5, 0.3]",8.378062,11.051373,0.09236260513955889,11,['Unfairness: Jain Index = 0.09']
Low Load,89,Random,baseline,"[0.16666666666666666, 0.3333333333333333, 0.5]",19.4372,23.137308,0.27017296853291617,13,"['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.27']"
